"name","name_yahoo","pos","team_yahoo","passYds","passTds","passInt","rushYds","rushTds","recYds","recTds","returnTDs","twoPts","fumbles","pts","targets","rec","ownedPct","rushAtt"
"PEYTONMANNING","Peyton Manning","QB","DEN",286,3,0,0,0,0,0,0,0,0,23.44,"0","0","100%","1"
"ANDREWLUCK","Andrew Luck","QB","IND",400,3,2,26,0,0,0,0,0,0,28.6,"0","0","100%","3"
"AARONRODGERS","Aaron Rodgers","QB","GB",418,1,2,21,1,0,0,0,0,0,26.82,"0","0","100%","2"
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",0,0,0,141,0,80,0,0,0,1,20.1,"4","4","100%","19"
"PHILIPRIVERS","Philip Rivers","QB","SD",252,3,2,17,0,0,0,0,0,0,21.78,"0","0","96%","1"
"DREWBREES","Drew Brees","QB","NO",311,3,0,6,0,0,0,0,0,0,25.04,"0","0","100%","1"
"ARIANFOSTER","Arian Foster","RB","HOU",0,0,0,151,2,22,1,0,0,0,35.3,"6","4","100%","20"
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",0,0,0,0,0,105,0,0,0,0,10.5,"12","8","100%","0"
"JAMAALCHARLES","Jamaal Charles","RB","KC",0,0,0,67,2,44,0,0,0,1,21.1,"4","4","100%","14"
"RUSSELLWILSON","Russell Wilson","QB","SEA",199,1,1,35,0,0,0,0,0,0,14.46,"0","0","96%","6"
"TOMBRADY","Tom Brady","QB","NE",354,5,0,0,0,0,0,0,0,0,34.16,"0","0","97%","2"
"JAYCUTLER","Jay Cutler","QB","CHI",227,3,1,6,0,0,0,0,2,1,22.68,"0","0","95%","1"
"MATTFORTE","Matt Forte","RB","CHI",0,0,0,114,0,54,1,0,1,0,24.8,"8","6","100%","19"
"CAMNEWTON","Cam Newton","QB","CAR",171,0,1,24,0,0,0,0,0,1,6.24,"0","0","95%","12"
"JOIQUEBELL","Joique Bell","RB","DET",0,0,0,39,0,22,0,0,0,0,6.1,"3","2","92%","14"
"TONYROMO","Tony Romo","QB","DAL",209,1,0,1,0,0,0,0,0,0,12.46,"0","0","93%","1"
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",0,0,0,62,0,2,0,0,0,0,6.4,"4","1","100%","14"
"ANDREELLINGTON","Andre Ellington","RB","ARI",0,0,0,71,1,14,0,0,0,1,12.5,"6","3","99%","23"
"NICKFOLES","Nick Foles","QB","PHI",411,2,2,14,0,0,0,0,0,0,23.84,"0","0","94%","2"
"JORDYNELSON","Jordy Nelson","WR","GB",0,0,0,0,0,25,0,0,0,0,2.5,"5","3","100%","0"
"JERICKMCKINNON","Jerick McKinnon","RB","MIN",0,0,0,83,0,-1,0,0,0,0,8.2,"1","1","73%","16"
"BENTATE","Ben Tate","RB","CLE",0,0,0,26,1,8,0,0,0,0,9.4,"1","1","92%","15"
"RONNIEHILLMAN","Ronnie Hillman","RB","DEN",0,0,0,109,0,29,0,0,0,0,13.8,"4","3","74%","20"
"MATTRYAN","Matt Ryan","QB","ATL",228,2,1,6,0,0,0,0,0,0,16.72,"0","0","98%","1"
"CARSONPALMER","Carson Palmer","QB","ARI",329,2,0,0,0,0,0,0,0,0,21.16,"0","0","50%","0"
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",196,1,1,48,0,0,0,0,0,0,15.64,"0","0","51%","5"
"BLAKEBORTLES","Blake Bortles","QB","JAX",221,1,2,48,0,0,0,0,0,1,13.64,"0","0","10%","6"
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",522,6,0,-1,0,0,0,0,0,0,44.78,"0","0","74%","1"
"JOEFLACCO","Joe Flacco","QB","BAL",195,0,2,12,0,0,0,0,0,0,7,"0","0","64%","2"
"JULIUSTHOMAS","Julius Thomas","TE","DEN",0,0,0,0,0,23,0,0,0,0,2.3,"6","2","100%","0"
"SHANEVEREEN","Shane Vereen","RB","NE",0,0,0,22,0,23,0,0,0,0,4.5,"5","3","94%","5"
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",325,2,1,9,0,0,0,0,0,0,20.9,"0","0","98%","3"
"DEREKCARR","Derek Carr","QB","OAK",328,1,0,-3,0,0,0,0,0,1,14.82,"1","0","7%","2"
"AHMADBRADSHAW","Ahmad Bradshaw","RB","IND",0,0,0,35,1,52,0,0,0,0,14.7,"7","7","92%","6"
"KYLEORTON","Kyle Orton","QB","BUF",238,4,0,6,0,0,0,0,0,0,26.12,"0","0","8%","2"
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",0,0,0,0,0,149,3,0,0,0,32.9,"9","9","100%","0"
"ANTONIOBROWN","Antonio Brown","WR","PIT",0,0,0,5,0,133,2,0,0,0,25.8,"13","10","100%","1"
"AUSTINDAVIS","Austin Davis","QB","STL",160,1,1,1,0,0,0,0,0,0,9.5,"0","0","13%","1"
"DEZBRYANT","Dez Bryant","WR","DAL",0,0,0,0,0,30,1,0,0,0,9,"7","3","100%","0"
"MARKINGRAM","Mark Ingram","RB","NO",0,0,0,172,1,3,0,0,0,0,23.5,"2","1","69%","24"
"LESEANMCCOY","LeSean McCoy","RB","PHI",0,0,0,83,0,14,0,0,0,0,9.7,"5","3","100%","21"
"GIOVANIBERNARD","Giovani Bernard","RB","CIN",0,0,0,45,1,2,0,0,0,0,10.7,"2","2","100%","16"
"ALEXSMITH","Alex Smith","QB","KC",223,0,0,24,0,0,0,0,0,0,11.32,"0","0","42%","3"
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",241,1,0,3,0,0,0,0,0,0,13.94,"0","0","10%","1"
"LAMARMILLER","Lamar Miller","RB","MIA",0,0,0,78,0,21,0,0,0,0,9.9,"3","3","93%","14"
"LEVEONBELL","Le'Veon Bell","RB","PIT",0,0,0,92,0,56,0,0,0,0,14.8,"7","6","99%","24"
"JIMMYGRAHAM","Jimmy Graham","TE","NO",0,0,0,0,0,59,1,0,0,0,11.9,"6","5","100%","0"
"ANTONIOGATES","Antonio Gates","TE","SD",0,0,0,0,0,54,2,0,0,0,17.4,"8","5","95%","0"
"MIKEGLENNON","Mike Glennon","QB","TB",171,1,1,13,0,0,0,0,0,0,11.14,"0","0","7%","3"
"JULIOJONES","Julio Jones","WR","ATL",0,0,0,0,0,58,0,0,0,0,5.8,"6","4","100%","0"
"JUSTINFORSETT","Justin Forsett","RB","BAL",0,0,0,68,0,17,0,0,1,0,10.5,"5","3","87%","17"
"COLTMCCOY","Colt McCoy","QB","WAS",299,0,1,16,1,0,0,0,0,0,18.56,"0","0","3%","7"
"RANDALLCOBB","Randall Cobb","WR","GB",0,0,0,0,0,126,1,0,0,0,18.6,"7","5","100%","0"
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",0,0,0,0,0,187,2,0,0,0,30.7,"16","12","97%","0"
"ZACHMETTENBERGER","Zach Mettenberger","QB","TEN",299,2,1,-1,0,0,0,0,0,1,16.86,"0","0","2%","1"
"BRANDENOLIVER","Branden Oliver","RB","SD",0,0,0,36,0,27,0,0,0,0,6.3,"8","7","86%","13"
"GOLDENTATE","Golden Tate","WR","DET",0,0,0,0,0,151,1,0,0,0,21.1,"15","7","96%","0"
"SAMMYWATKINS","Sammy Watkins","WR","BUF",0,0,0,0,0,157,1,0,0,0,21.7,"6","3","92%","0"
"VINCENTJACKSON","Vincent Jackson","WR","TB",0,0,0,0,0,13,0,0,0,0,1.3,"5","1","96%","0"
"JULIANEDELMAN","Julian Edelman","WR","NE",0,0,0,0,0,14,0,0,0,0,1.4,"4","1","95%","0"
"GENOSMITH","Geno Smith","QB","NYJ",5,0,3,0,0,0,0,0,0,0,-2.8,"0","0","7%","1"
"BRANDONMARSHALL","Brandon Marshall","WR","CHI",0,0,0,0,0,35,0,0,0,0,3.5,"10","3","100%","0"
"CHRISIVORY","Chris Ivory","RB","NYJ",0,0,0,43,2,0,0,0,0,0,16.3,"2","0","78%","13"
"ANDYDALTON","Andy Dalton","QB","CIN",266,0,1,14,2,0,0,0,0,1,21.04,"0","0","67%","6"
"TYHILTON","T.Y. Hilton","WR","IND",0,0,0,0,0,155,1,0,0,0,21.5,"10","6","98%","0"
"MARTELLUSBENNETT","Martellus Bennett","TE","CHI",0,0,0,0,0,95,1,0,0,0,15.5,"7","6","96%","0"
"EDDIELACY","Eddie Lacy","RB","GB",0,0,0,59,0,123,0,0,0,0,18.2,"9","8","100%","13"
"BRIANHOYER","Brian Hoyer","QB","CLE",275,1,0,1,0,0,0,0,0,0,15.1,"0","0","10%","2"
"DARRENMCFADDEN","Darren McFadden","RB","OAK",0,0,0,59,0,26,0,0,0,1,6.5,"6","4","61%","12"
"ANDREJOHNSON","Andre Johnson","WR","HOU",0,0,0,0,0,55,0,0,0,0,5.5,"12","7","98%","0"
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",0,0,0,6,0,120,3,0,0,0,30.6,"9","9","97%","1"
"KEENANALLEN","Keenan Allen","WR","SD",0,0,0,0,0,73,1,0,0,0,13.3,"13","9","94%","0"
"ALFREDMORRIS","Alfred Morris","RB","WAS",0,0,0,73,1,12,0,0,0,0,14.5,"1","1","98%","18"
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",227,1,0,12,0,0,0,0,0,0,14.28,"0","0","11%","4"
"BISHOPSANKEY","Bishop Sankey","RB","TEN",0,0,0,35,0,25,0,0,0,0,6,"4","4","71%","9"
"MICHAELFLOYD","Michael Floyd","WR","ARI",0,0,0,0,0,0,0,0,0,0,0,"4","0","95%","0"
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",0,0,0,0,0,94,0,0,0,0,9.4,"7","4","94%","0"
"DOUGMARTIN","Doug Martin","RB","TB",0,0,0,27,0,-1,0,0,0,0,2.6,"2","2","89%","10"
"JORDANREED","Jordan Reed","TE","WAS",0,0,0,0,0,40,0,0,0,0,4,"7","7","78%","0"
"DELANIEWALKER","Delanie Walker","TE","TEN",0,0,0,0,0,37,1,0,0,0,9.7,"9","4","86%","0"
"GREGOLSEN","Greg Olsen","TE","CAR",0,0,0,0,0,16,0,0,0,0,1.6,"3","1","99%","0"
"CECILSHORTS","Cecil Shorts III","WR","JAX",0,0,0,0,0,41,0,0,0,0,4.1,"8","3","53%","0"
"ZACHERTZ","Zach Ertz","TE","PHI",0,0,0,0,0,48,0,0,0,0,4.8,"8","5","84%","0"
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",0,0,0,79,0,15,0,0,0,0,9.4,"5","3","36%","16"
"JASONWITTEN","Jason Witten","TE","DAL",0,0,0,0,0,70,1,0,0,0,13,"8","5","93%","0"
"RODDYWHITE","Roddy White","WR","ATL",0,0,0,0,0,66,0,0,0,0,6.6,"6","5","97%","0"
"MIKEWALLACE","Mike Wallace","WR","MIA",0,0,0,0,0,59,0,0,0,0,5.9,"7","2","95%","0"
"TRAVARISCADET","Travaris Cadet","RB","NO",0,0,0,7,0,40,0,0,0,0,4.7,"5","4","18%","1"
"TORREYSMITH","Torrey Smith","WR","BAL",0,0,0,0,0,0,0,0,0,0,0,"2","0","87%","0"
"STEVESMITH","Steve Smith Sr.","WR","BAL",0,0,0,0,0,35,0,0,0,0,3.5,"9","3","94%","0"
"MALCOMFLOYD","Malcom Floyd","WR","SD",0,0,0,0,0,58,0,0,0,0,5.8,"7","4","38%","0"
"JAMESJONES","James Jones","WR","OAK",0,0,0,0,0,62,0,0,0,0,6.2,"11","6","46%","0"
"ANDREHOLMES","Andre Holmes","WR","OAK",0,0,0,0,0,69,1,0,0,0,12.9,"7","5","42%","0"
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",0,0,0,0,0,59,1,0,0,0,11.9,"8","5","100%","0"
"TREMASON","Tre Mason","RB","STL",0,0,0,32,0,1,0,0,0,0,3.3,"1","1","55%","7"
"BOBBYRAINEY","Bobby Rainey","RB","TB",0,0,0,25,0,41,0,0,0,0,6.6,"6","6","24%","8"
"BOOBIEDIXON","Boobie Dixon","RB","BUF",0,0,0,44,0,0,0,0,0,0,4.4,"0","0","31%","22"
"BRANDINCOOKS","Brandin Cooks","WR","NO",0,0,0,4,1,94,1,0,0,0,21.8,"7","6","84%","1"
"KENDALLWRIGHT","Kendall Wright","WR","TEN",0,0,0,0,0,53,0,0,0,0,5.3,"5","3","78%","0"
"JORDANCAMERON","Jordan Cameron","TE","CLE",0,0,0,0,0,40,0,0,0,0,4,"5","3","92%","0"
"TRAVISKELCE","Travis Kelce","TE","KC",0,0,0,0,0,45,0,0,0,0,4.5,"6","4","76%","0"
"DWAYNEALLEN","Dwayne Allen","TE","IND",0,0,0,0,0,21,1,0,0,0,8.1,"2","1","74%","0"
"JAREDCOOK","Jared Cook","TE","STL",0,0,0,0,0,11,0,0,0,0,1.1,"3","1","32%","0"
"MOHAMEDSANU","Mohamed Sanu","WR","CIN",0,0,0,27,0,125,0,0,0,0,15.2,"9","5","79%","2"
"COBYFLEENER","Coby Fleener","TE","IND",0,0,0,0,0,4,0,0,0,0,0.4,"4","1","31%","0"
"MARQUESCOLSTON","Marques Colston","WR","NO",0,0,0,0,0,49,0,0,0,0,4.9,"5","4","86%","0"
"BRYCEBROWN","Bryce Brown","RB","BUF",0,0,0,15,0,0,0,0,0,0,1.5,"3","0","40%","7"
"DENARDROBINSON","Denard Robinson","RB","JAX",0,0,0,108,0,10,0,0,0,0,11.8,"2","1","57%","18"
"ALLENROBINSON","Allen Robinson","WR","JAX",0,0,0,0,0,82,1,0,0,0,14.2,"10","5","23%","0"
"JERMAINEKEARSE","Jermaine Kearse","WR","SEA",0,0,0,0,0,15,0,0,0,0,1.5,"2","2","8%","0"
"MATTASIATA","Matt Asiata","RB","MIN",0,0,0,1,0,26,0,0,0,0,2.7,"5","4","36%","4"
"HAKEEMNICKS","Hakeem Nicks","WR","IND",0,0,0,0,0,27,0,0,0,0,2.7,"5","1","26%","0"
"DOUGBALDWIN","Doug Baldwin","WR","SEA",0,0,0,0,0,61,0,0,0,0,6.1,"8","6","57%","0"
"BRANDONLAFELL","Brandon LaFell","WR","NE",0,0,0,0,0,124,1,0,0,0,18.4,"11","11","35%","0"
"LARRYFITZGERALD","Larry Fitzgerald","WR","ARI",0,0,0,0,0,160,1,0,0,0,22,"10","7","93%","0"
"PIERREGARCON","Pierre Garcon","WR","WAS",0,0,0,0,0,47,0,0,0,0,4.7,"4","4","95%","0"
"CORDARRELLEPATTERSON","Cordarrelle Patterson","WR","MIN",0,0,0,10,0,86,0,0,0,0,9.6,"12","6","81%","1"
"JOHNBROWN","John Brown","WR","ARI",0,0,0,0,0,119,1,0,0,0,17.9,"10","5","10%","0"
"ERICDECKER","Eric Decker","WR","NYJ",0,0,0,0,0,40,0,0,0,0,4,"11","7","82%","0"
"JUSTINHUNTER","Justin Hunter","WR","TEN",0,0,0,0,0,31,1,0,0,0,9.1,"10","4","50%","0"
"CHARLESCLAY","Charles Clay","TE","MIA",0,0,0,0,0,1,0,0,0,0,0.1,"3","1","49%","0"
"HEATHMILLER","Heath Miller","TE","PIT",0,0,0,0,0,112,1,0,0,0,17.2,"8","7","61%","0"
"EDDIEROYAL","Eddie Royal","WR","SD",0,0,0,0,0,29,0,0,0,0,2.9,"3","3","49%","0"
"CROCKETTGILLMORE","Crockett Gillmore","TE","BAL",0,0,0,0,0,23,0,0,0,0,2.3,"2","2","3%","0"
"GREGJENNINGS","Greg Jennings","WR","MIN",0,0,0,0,0,38,1,0,0,0,9.8,"6","3","31%","0"
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",0,0,0,0,0,95,0,0,0,0,9.5,"11","5","83%","0"
"BRIANQUICK","Brian Quick","WR","STL",0,0,0,0,0,10,0,0,0,0,1,"2","1","57%","0"
"LORENZOTALIAFERRO","Lorenzo Taliaferro","RB","BAL",0,0,0,27,2,42,0,0,0,0,18.9,"3","2","8%","7"
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",0,0,0,0,0,69,0,0,0,0,6.9,"7","6","91%","0"
"SCOTTCHANDLER","Scott Chandler","TE","BUF",0,0,0,0,0,12,1,0,0,0,7.2,"2","1","6%","0"
"MIKEEVANS","Mike Evans","WR","TB",0,0,0,0,0,78,0,0,0,0,7.8,"7","4","53%","0"
"KNILEDAVIS","Knile Davis","RB","KC",0,0,0,49,1,0,0,1,0,0,16.9,"1","0","46%","16"
"TAVONAUSTIN","Tavon Austin","WR","STL",0,0,0,7,0,12,0,0,0,0,1.9,"2","2","10%","2"
"DESEANJACKSON","DeSean Jackson","WR","WAS",0,0,0,0,0,136,0,0,0,0,13.6,"7","6","96%","0"
"PERCYHARVIN","Percy Harvin","WR","NYJ",0,0,0,28,0,22,0,0,0,0,5,"9","3","94%","4"
"STEVENJACKSON","Steven Jackson","RB","ATL",0,0,0,60,1,0,0,0,0,0,12,"0","0","68%","18"
"DANIELHERRON","Daniel Herron","RB","IND",0,0,0,2,0,5,0,0,0,0,0.7,"1","1","1%","1"
"LUKEWILLSON","Luke Willson","TE","SEA",0,0,0,0,0,23,1,0,0,0,8.3,"4","1","1%","0"
"JACEAMARO","Jace Amaro","TE","NYJ",0,0,0,0,0,51,0,0,0,0,5.1,"5","5","5%","0"
"DONTEMONCRIEF","Donte Moncrief","WR","IND",0,0,0,0,0,113,1,0,0,0,17.3,"12","7","2%","0"
"AUSTINSEFE","Austin Sefe","TE","RIA",0,0,0,0,0,26,1,0,0,1,6.6,"4","3","2%","0"
"CHASEFORD","Chase Ford","TE","MIN",0,0,0,0,0,61,0,0,0,0,6.1,"6","6","0%","0"
"ANDREWHAWKINS","Andrew Hawkins","WR","CLE",0,0,0,0,0,88,1,0,0,0,14.8,"9","7","32%","0"
"CLAYHARBOR","Clay Harbor","TE","JAX",0,0,0,0,0,27,0,0,0,0,2.7,"4","2","7%","0"
"RILEYCOOPER","Riley Cooper","WR","PHI",0,0,0,0,0,88,0,0,0,0,8.8,"9","5","32%","0"
"ROBERTWOODS","Robert Woods","WR","BUF",0,0,0,0,0,50,1,0,0,0,11,"3","3","3%","0"
"JERMAINEGRESHAM","Jermaine Gresham","TE","CIN",0,0,0,0,0,34,0,0,0,0,3.4,"4","4","4%","0"
"JOHNCARLSON","John Carlson","TE","ARI",0,0,0,0,0,16,0,0,0,0,1.6,"6","2","0%","0"
"THEORIDDICK","Theo Riddick","RB","DET",0,0,0,5,0,74,1,0,0,0,13.9,"12","8","2%","3"
"HARRYDOUGLAS","Harry Douglas","WR","ATL",0,0,0,0,0,42,0,0,0,0,4.2,"5","3","3%","0"
"DWAYNEBOWE","Dwayne Bowe","WR","KC",0,0,0,0,0,64,0,0,0,0,6.4,"6","6","47%","0"
"JORDANTHOMPSON","Jordan Thompson","TE","DET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"COREYFULLER","Corey Fuller","WR","DET",0,0,0,0,0,43,0,0,0,0,4.3,"6","3","1%","0"
"JEREMYHILL","Jeremy Hill","RB","CIN",0,0,0,25,0,28,0,0,0,0,5.3,"4","4","51%","10"
"JARIUSWRIGHT","Jarius Wright","WR","MIN",0,0,0,0,0,13,0,0,0,0,1.3,"3","2","2%","0"
"KENNYBRITT","Kenny Britt","WR","STL",0,0,0,0,0,52,0,0,0,0,5.2,"5","2","5%","0"
"JORDANMATTHEWS","Jordan Matthews","WR","PHI",0,0,0,0,0,47,0,0,0,0,4.7,"11","6","19%","0"
"LOUISMURPHY","Louis Murphy Jr.","WR","TB",0,0,0,0,0,11,0,0,0,0,1.1,"2","2","3%","0"
"BRENTCELEK","Brent Celek","TE","PHI",0,0,0,0,0,8,0,0,0,0,0.8,"4","2","2%","0"
"DANIELTHOMAS","Daniel Thomas","RB","MIA",0,0,0,18,0,12,0,0,0,0,3,"2","2","1%","4"
"ISAIAHCROWELL","Isaiah Crowell","RB","CLE",0,0,0,1,0,8,0,0,0,0,0.9,"1","1","30%","1"
"LADARIUSGREEN","Ladarius Green","TE","SD",0,0,0,0,0,9,0,0,0,0,0.9,"1","1","27%","0"
"LANCEKENDRICKS","Lance Kendricks","TE","STL",0,0,0,0,0,1,1,0,0,0,6.1,"1","1","2%","0"
"CHRISHOGAN","Chris Hogan","WR","BUF",0,0,0,0,0,14,0,0,0,0,1.4,"1","1","0%","0"
"JARVISLANDRY","Jarvis Landry","WR","MIA",0,0,0,4,0,23,0,0,0,0,2.7,"3","3","7%","1"
"DAVANTEADAMS","Davante Adams","WR","GB",0,0,0,0,0,75,0,0,0,0,7.5,"9","7","14%","0"
"STEPFANTAYLOR","Stepfan Taylor","RB","ARI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","5%","-"
"ANDREWQUARLESS","Andrew Quarless","TE","GB",0,0,0,0,0,19,0,0,0,0,1.9,"3","2","3%","0"
"ANTHONYFASANO","Anthony Fasano","TE","KC",0,0,0,0,0,19,0,0,0,0,1.9,"4","4","2%","0"
"MYCHALRIVERA","Mychal Rivera","TE","OAK",0,0,0,0,0,83,0,0,0,0,8.3,"9","7","0%","0"
"JAMESSTARKS","James Starks","RB","GB",0,0,0,5,0,0,0,0,0,0,0.5,"1","0","14%","2"
"BRANDONTATE","Brandon Tate","WR","CIN",0,0,0,0,0,30,0,0,0,0,3,"2","2","1%","0"
"JERRICHOCOTCHERY","Jerricho Cotchery","WR","CAR",0,0,0,0,0,33,0,0,0,0,3.3,"5","3","5%","0"
"TAYLORGABRIEL","Taylor Gabriel","WR","CLE",0,0,0,0,0,60,0,0,0,0,6,"3","2","0%","0"
"KENNYSTILLS","Kenny Stills","WR","NO",0,0,0,0,0,57,0,0,0,0,5.7,"4","4","12%","0"
"NATEWASHINGTON","Nate Washington","WR","TEN",0,0,0,0,0,68,0,0,0,0,6.8,"4","4","2%","0"
"MILESAUSTIN","Miles Austin","WR","CLE",0,0,0,0,0,34,0,0,0,0,3.4,"2","2","8%","0"
"BRIANHARTLINE","Brian Hartline","WR","MIA",0,0,0,0,0,19,0,0,0,0,1.9,"4","1","25%","0"
"LEVINETOILOLO","Levine Toilolo","TE","ATL",0,0,0,0,0,26,0,0,0,0,2.6,"2","2","1%","0"
"JONASGRAY","Jonas Gray","RB","NE",0,0,0,86,0,0,0,0,0,0,8.6,"0","0","6%","17"
"TOBYGERHART","Toby Gerhart","RB","JAX",0,0,0,10,0,3,0,0,0,0,1.3,"1","1","40%","4"
"WESWELKER","Wes Welker","WR","DEN",0,0,0,0,0,5,0,0,0,0,0.5,"2","2","88%","0"
"ANDREROBERTS","Andre Roberts","WR","WAS",0,0,0,0,0,11,0,0,0,0,1.1,"5","1","6%","0"
"MARTAVISBRYANT","Martavis Bryant","WR","PIT",0,0,0,0,0,83,2,0,0,0,20.3,"7","5","6%","0"
"GARRETTGRAHAM","Garrett Graham","TE","HOU",0,0,0,0,0,0,0,0,0,0,0,"1","0","16%","0"
"NILESPAUL","Niles Paul","TE","WAS",0,0,0,0,0,27,0,0,0,0,2.7,"3","3","14%","0"
"CHRISJOHNSON","Chris Johnson","RB","NYJ",0,0,0,7,0,13,0,0,0,0,2,"2","2","57%","3"
"JUNIORHEMINGWAY","Junior Hemingway","WR","KC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","0%","-"
"MARKUSWHEATON","Markus Wheaton","WR","PIT",0,0,0,0,0,56,1,0,0,0,11.6,"5","5","38%","0"
"JASONAVANT","Jason Avant","WR","CAR",0,0,0,1,0,0,0,0,0,0,0.1,"1","0","0%","1"
"GAVINESCOBAR","Gavin Escobar","TE","DAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","6%","-"
